Incident ID,Incident Date,State,City Or County,Address,# Victims Killed,# Victims Injured,# Subjects-Suspects Killed,# Subjects-Suspects Injured,# Subjects-Suspects Arrested,Operations
2492791,2023-01-01,Illinois,Orland Park,8532 W 145th Pl,1,0,1,0,0,N/A
2492620,2023-01-01,Tennessee,Memphis,5000 block of Harvest Knoll Ln,0,2,0,0,0,N/A
2492981,2023-01-01,Pennsylvania,Philadelphia,1900 block of W Montgomery Ave,0,1,0,0,0,N/A
2493670,2023-01-01,Ohio,Columbus,8000 Draymore,0,1,0,0,0,N/A
2492979,2023-01-01,Pennsylvania,Philadelphia,5900 block of Master St,0,1,0,0,0,N/A
2493664,2023-01-01,Ohio,Columbus,600 block of S Harris Ave,0,1,0,0,0,N/A
2492971,2023-01-01,Maryland,Oxon Hill,600 block of Audrey Ln,0,1,0,0,0,N/A
2492579,2023-01-01,Pennsylvania,Philadelphia,5600 block of Walnut St,0,1,0,0,0,N/A
2496453,2023-01-01,North Carolina,Raleigh,Bayberry Ln,1,0,0,0,5,N/A
2494616,2023-01-01,Ohio,Columbus,1000 Block of Rand Ave,0,2,0,0,0,N/A
2493632,2023-01-01,Virginia,Hopewell,3500 block of Granby St,0,1,0,0,0,N/A
2492936,2023-01-01,Illinois,Peoria,3200 block of N Prospect Rd,0,1,0,0,0,N/A
2492742,2023-01-01,Ohio,Cleveland,E 76th Pl and Superior Ave,0,1,0,0,0,N/A
2494606,2023-01-01,Indiana,South Bend,Ford St,0,1,0,0,0,N/A
2493306,2023-01-01,California,Carmichael,2800 block of Westwood Ln,1,0,0,0,1,N/A
2494603,2023-01-01,Indiana,South Bend,1200 block of E Bowman St,0,1,0,0,0,N/A
2495411,2023-01-01,Texas,Laredo,Pearl Stone Rd and Palermo Dr,0,1,0,0,0,N/A
2493595,2023-01-01,Ohio,Cleveland,Colfax Ave,0,1,0,0,0,N/A
2493330,2023-01-01,California,Atascadero,9100 block of Las Lomas Ave,0,1,0,0,1,N/A
2493592,2023-01-01,Ohio,Cleveland,Lakeshore Blvd,0,1,0,0,0,N/A
2493587,2023-01-01,Ohio,Cleveland,Lee Rd and Harvard Ave,0,1,0,0,0,N/A
2492882,2023-01-01,Nebraska,Lincoln,3052 Vine St,0,2,0,0,1,N/A
2493556,2023-01-01,Tennessee,Johnson City,1109 University Pkwy,1,0,0,0,1,N/A
2493582,2023-01-01,Ohio,Cleveland,E 154th St and Harvard Ave,0,1,0,0,0,N/A
2493576,2023-01-01,Ohio,Cleveland,W 85th St,0,1,0,0,0,N/A
2496366,2023-01-01,Tennessee,Nashville,N/A,0,1,0,0,1,N/A
2493562,2023-01-01,Ohio,Cleveland,6206 Woodland Ave,1,0,0,0,0,N/A
2493277,2023-01-01,California,Los Angeles,Maple Ave and E 20th St,1,1,0,0,0,N/A
2492448,2023-01-01,Florida,Ocala,1600 block of SW 5th St,2,4,0,0,0,N/A
2494503,2023-01-01,Indiana,Evansville,4200 N 3rd Ave,1,0,0,0,1,N/A
2492898,2023-01-01,Nebraska,Omaha,N 61st Ave and Ogden St,0,1,0,0,0,N/A
