Incident ID,Incident Date,State,City Or County,Address,# Victims Killed,# Victims Injured,# Subjects-Suspects Killed,# Subjects-Suspects Injured,# Subjects-Suspects Arrested,Operations
2516494,2023-02-01,California,Los Angeles,711 E. 108 St,0,5,0,0,0,N/A
2517963,2023-02-01,Arkansas,Pine Bluff,N/A,0,1,0,0,1,N/A
2516401,2023-02-01,Maryland,Baltimore,1600 block of Argonne Ave,0,1,0,0,0,N/A
2516269,2023-02-01,Alabama,Montgomery,2259 Bonaparte Blvd,0,1,0,0,1,N/A
2516276,2023-02-01,Kentucky,Louisville,1800 block of Nelson Ave,0,1,0,0,0,N/A
2516274,2023-02-01,Alabama,Montgomery,100 block of Kiwanis St,1,0,0,0,0,N/A
2516250,2023-02-01,California,Fresno,Santa Clara St,0,1,0,0,0,N/A
2516019,2023-02-01,Ohio,Cleveland,3022 W 25th St,1,0,0,0,1,N/A
2516113,2023-02-01,Tennessee,Sweetwater,2000 block of Hiwassee Rd,0,0,0,1,0,N/A
2520003,2023-02-01,Texas,Dallas,2500 block of Marburg St,1,0,0,0,1,N/A
2516239,2023-02-01,Alabama,Mobile,Broad St and Baltimore St,0,1,0,0,0,N/A
2516134,2023-02-01,Kentucky,Lexington,2000 block of Devonport Dr,0,1,0,0,0,N/A
2516747,2023-02-01,Tennessee,Memphis,4600 block of Chancellor Cove,1,0,0,0,0,N/A
2516853,2023-02-01,Wisconsin,Milwaukee,6200 block of W Fond Du Lac Ave,0,1,0,0,0,N/A
2516122,2023-02-01,Tennessee,Chattanooga,4310 6th Ave,1,0,0,0,1,N/A
2516260,2023-02-01,Tennessee,Murfreesboro,2900 block of Pritchett Dr,1,0,0,0,0,N/A
2516634,2023-02-01,North Carolina,Monroe,2406 W Roosevelt Blvd,0,1,0,0,0,N/A
2516616,2023-02-01,Utah,Salt Lake City,1665 S Riverside Dr,1,0,0,0,2,N/A
2516152,2023-02-01,Texas,Houston,1100 block of Sydnor Ct,0,1,0,0,0,N/A
2521009,2023-02-01,Georgia,Jesup,100 block of Shamrock Ave,0,1,0,0,1,N/A
2516952,2023-02-01,Alabama,Phenix City,Windtree Dr,1,0,0,0,1,N/A
2516777,2023-02-01,Ohio,Akron,100 block of Bittman St,0,1,0,0,1,N/A
2516127,2023-02-01,Michigan,Detroit,4000 block of Courville St,0,1,0,0,0,N/A
2516519,2023-02-01,Illinois,Chicago,11400 block of S Union Ave,1,0,0,0,0,N/A
2516813,2023-02-01,North Carolina,Charlotte,6000 block of Pineburr Rd,1,0,0,0,2,N/A
2516091,2023-02-01,Illinois,Chicago,6556 W 63rd Pl,0,1,0,0,0,N/A
2516087,2023-02-01,Indiana,Portage,Kimdee Ave and Juniper St,0,1,0,0,0,N/A
2516083,2023-02-01,Virginia,Richmond,3000 Mechanicsville Turnpike,0,1,0,0,0,N/A
2516367,2023-02-01,Florida,Tampa,6384 Harney Rd,0,2,0,0,0,N/A
2516070,2023-02-01,Maryland,Hyattsville,7000 Adelphi Rd,0,0,0,0,0,N/A
2516737,2023-02-01,California,Oakland,8930 Bancroft Ave,0,1,0,0,0,N/A
2516118,2023-02-01,Texas,Lubbock,2700 block of Teak Ave,0,1,0,0,1,N/A
2516169,2023-02-01,California,Newark,CA-84 and Thornton Ave,0,1,0,0,0,N/A
2516725,2023-02-01,California,San Francisco,Ellis St and Hyde St,0,1,0,0,0,N/A
2517218,2023-02-01,Florida,Orlando (Azalea Park),500 block of Caladesi Trail,0,1,0,0,0,N/A
2516705,2023-02-01,California,Long Beach,700 block of Broadway Ct,1,0,0,0,0,N/A
2516023,2023-02-01,Indiana,Indianapolis,5300 block of Lunsford Cir,1,0,0,0,0,N/A
2516689,2023-02-01,Minnesota,Minneapolis (Bloomington),3801 Minnesota Dr,2,0,1,0,0,N/A
2516393,2023-02-01,District of Columbia,Washington,4520 Benning Rd SE,1,0,0,0,0,N/A
2516453,2023-02-01,Kansas,Lawrence,500 block of N 900 Rd,0,2,0,0,2,N/A
2517680,2023-02-01,Pennsylvania,Philadelphia,800 block of E Allegheny Ave,0,1,0,0,0,N/A
2517676,2023-02-01,Florida,Gainesville,Waldo Rd,0,1,0,0,0,N/A
2517656,2023-02-01,Pennsylvania,Philadelphia,3900 block of Wyalusing Ave,1,0,0,0,0,N/A
2517666,2023-02-01,Pennsylvania,Philadelphia,N 7th St and Tioga St,0,1,0,0,0,N/A
