Incident ID,Incident Date,State,City Or County,Address,# Victims Killed,# Victims Injured,# Subjects-Suspects Killed,# Subjects-Suspects Injured,# Subjects-Suspects Arrested,Operations
2563749,2023-04-01,Ohio,Toledo,3800 block of Upton Ave,0,1,0,0,0,N/A
2562473,2023-04-01,Missouri,Kansas City,1800 block of Cambridge Ave,1,0,0,0,0,N/A
2562428,2023-04-01,Ohio,Columbus,1066 E Hudson St,0,1,0,0,0,N/A
2562536,2023-04-01,New Mexico,Santa Teresa,5800 block of Megan St,0,1,0,0,1,N/A
2562471,2023-04-01,Illinois,Chicago,4600 block of W Armitage Ave,0,1,0,0,0,N/A
2565262,2023-04-01,Tennessee,Jackson,15 Gillman Ln,1,0,0,0,0,N/A
2562469,2023-04-01,Illinois,Chicago,6200 block of S Marshfield Ave,0,1,0,0,0,N/A
2563659,2023-04-01,Texas,Midland,700 block of E Tennessee Ave,0,0,0,1,1,N/A
2562998,2023-04-01,Arizona,Phoenix,51st Ave and Baseline Rd,1,0,0,0,1,N/A
2562459,2023-04-01,California,Los Angeles,W Pico Blvd and S Rimpau Blvd,0,1,0,0,0,N/A
2562534,2023-04-01,Arizona,Phoenix,1450 E Bell Rd,0,0,1,0,0,N/A
2562457,2023-04-01,California,Los Angeles,1451 S Bronson Ave,0,1,0,0,0,N/A
2562454,2023-04-01,Missouri,Saint Louis,2500 block of Semple Ave,0,1,0,0,1,N/A
2562430,2023-04-01,California,San Pedro,600 block of W 39th St,0,1,0,0,0,N/A
2562959,2023-04-01,Mississippi,Starkville,301 MS-182,0,1,0,0,2,N/A
2562409,2023-04-01,Missouri,Versailles,Fairground Rd and Mystical Ln,0,0,1,0,0,N/A
2562404,2023-04-01,Illinois,Chicago,9110 S Stony Island Ave,0,0,1,0,0,N/A
2562380,2023-04-01,Louisiana,Baton Rouge,Winnebago St and Plank Rd,0,1,0,0,0,N/A
2562701,2023-04-01,Florida,West Palm Beach,1531 Drexel Rd,1,0,0,0,1,N/A
2562913,2023-04-01,New York,Brooklyn,Carlton Ave and Park Ave,0,1,0,0,0,N/A
2562911,2023-04-01,New York,Bronx,694 E 149th St,0,1,0,0,0,N/A
2562898,2023-04-01,Wisconsin,Racine,200 block of Main St,0,1,0,0,0,N/A
2562896,2023-04-01,Pennsylvania,Philadelphia,6700 block of Ogontz Ave,0,1,0,0,0,N/A
2562876,2023-04-01,Pennsylvania,Philadelphia,600 block of E Westmoreland St,0,1,0,0,0,N/A
2562310,2023-04-01,New York,Brooklyn,Atlantic Ave and Williams Ave,1,0,0,0,0,N/A
2562316,2023-04-01,New York,Brooklyn,Nelson St and Hamilton Ave,0,1,0,0,0,N/A
2562211,2023-04-01,Tennessee,Memphis,1500 block of Winfield Ave,1,0,0,0,0,N/A
2562308,2023-04-01,New York,Brooklyn,E 105th St and Flatlands 1st St,0,1,0,0,0,N/A
2562422,2023-04-01,California,Los Angeles,Fallbrook Ave and Vanowen St,1,3,0,0,1,N/A
2562312,2023-04-01,New York,New York (Manhattan),340 W 31st St,0,1,0,1,1,N/A
2562292,2023-04-01,Tennessee,Nashville,800 block of Murfreesboro Pike,0,1,0,0,0,N/A
2562287,2023-04-01,District of Columbia,Washington,6th St SE and Forrester St SE,0,1,0,0,0,N/A
2562289,2023-04-01,District of Columbia,Washington,900 block 2nd St NE,0,1,0,0,0,N/A
2562512,2023-04-01,Alabama,Birmingham,32 Westchester Ct,1,0,0,0,2,N/A
2562499,2023-04-01,Oklahoma,Oklahoma City,4120 Newcastle Rd,3,2,0,1,3,N/A
2562222,2023-04-01,Connecticut,New Haven,Goffe Terr and Winthrop Ave,2,0,0,0,0,N/A
2562266,2023-04-01,Maryland,Baltimore,100 block of W 22nd St,0,2,0,0,0,N/A
2565091,2023-04-01,Wisconsin,La Crosse,2100 block of George St,0,1,0,0,1,N/A
2562157,2023-04-01,Florida,Jacksonville,7915 Baymeadows Cir E,1,0,0,0,0,N/A
2564226,2023-04-01,Connecticut,Old Lyme,Portland Ave,0,1,0,0,1,N/A
2562707,2023-04-01,Florida,Orlando,700 block of N Semoran Blvd,1,0,0,0,0,N/A
2562852,2023-04-01,Mississippi,Holly Springs,Odell Rd,1,1,0,0,0,N/A
2562842,2023-04-01,Ohio,Summit,N/A,0,1,0,0,0,N/A
2562787,2023-04-01,North Carolina,Greensboro,1300 block of Ogden St,1,0,0,0,0,N/A
2563426,2023-04-01,Ohio,Cincinnati,1200 block of Gilsey Ave,0,1,0,0,0,N/A
